service,operation,status_code,error_code,error_message,is_implemented
apigateway,ImportRestApi,500,InternalError,"exception while calling apigateway.ImportRestApi: Traceback (most recent call last):
  File ""/opt/code/localstack/localstack/aws/chain.py"", line 90, in handle
    handler(self, self.context, response)
  File ""/opt/code/localstack/localstack/aws/handlers/service.py"", line 122, in __call__
    handler(chain, context, response)
  File ""/opt/code/localstack/localstack/aws/handlers/service.py"", line 92, in __call__
    skeleton_response = self.skeleton.invoke(context)
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 153, in invoke
    return self.dispatch_request(context, instance)
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 165, in dispatch_request
    result = handler(context, instance) or {}
  File ""/opt/code/localstack/localstack/aws/forwarder.py"", line 60, in _call
    return handler(context, req)
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 117, in __call__
    return self.fn(*args, **kwargs)
  File ""/opt/code/localstack/localstack/services/apigateway/provider.py"", line 674, in import_rest_api
    create_api_request = CreateRestApiRequest(name=openapi_spec.get(""info"").get(""title""))
AttributeError: 'int' object has no attribute 'get'
",True
apigateway,PutGatewayResponse,404,NotFoundException,Invalid Rest API Id specified,True
apigateway,PutIntegration,404,NotFoundException,Invalid Rest API Id specified,True
apigateway,PutIntegrationResponse,404,NotFoundException,Invalid Rest API Id specified,True
apigateway,PutMethod,404,NotFoundException,Invalid Rest API Id specified,True
apigateway,PutMethodResponse,404,NotFoundException,Invalid Rest API Id specified,True
apigateway,PutRestApi,500,InternalError,"exception while calling apigateway.PutRestApi: Traceback (most recent call last):
  File ""/opt/code/localstack/localstack/aws/chain.py"", line 90, in handle
    handler(self, self.context, response)
  File ""/opt/code/localstack/localstack/aws/handlers/service.py"", line 122, in __call__
    handler(chain, context, response)
  File ""/opt/code/localstack/localstack/aws/handlers/service.py"", line 92, in __call__
    skeleton_response = self.skeleton.invoke(context)
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 153, in invoke
    return self.dispatch_request(context, instance)
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 165, in dispatch_request
    result = handler(context, instance) or {}
  File ""/opt/code/localstack/localstack/aws/forwarder.py"", line 60, in _call
    return handler(context, req)
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 117, in __call__
    return self.fn(*args, **kwargs)
  File ""/opt/code/localstack/localstack/aws/api/core.py"", line 151, in operation_marker
    return fn(*args, **kwargs)
  File ""/opt/code/localstack/localstack/services/apigateway/provider.py"", line 129, in put_rest_api
    rest_api = import_api_from_openapi_spec(
  File ""/opt/code/localstack/localstack/services/apigateway/helpers.py"", line 559, in import_api_from_openapi_spec
    rest_api.version = resolved_schema.get(""info"", {}).get(""version"")
AttributeError: 'int' object has no attribute 'get'
",True
apigateway,TagResource,204,,,True
apigateway,TestInvokeAuthorizer,501,InternalFailure,API action 'TestInvokeAuthorizer' for service 'apigateway' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
apigateway,TestInvokeMethod,500,InternalError,"exception while calling apigateway.TestInvokeMethod: Traceback (most recent call last):
  File ""/opt/code/localstack/localstack/aws/chain.py"", line 90, in handle
    handler(self, self.context, response)
  File ""/opt/code/localstack/localstack/aws/handlers/service.py"", line 122, in __call__
    handler(chain, context, response)
  File ""/opt/code/localstack/localstack/aws/handlers/service.py"", line 92, in __call__
    skeleton_response = self.skeleton.invoke(context)
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 153, in invoke
    return self.dispatch_request(context, instance)
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 165, in dispatch_request
    result = handler(context, instance) or {}
  File ""/opt/code/localstack/localstack/aws/forwarder.py"", line 60, in _call
    return handler(context, req)
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 117, in __call__
    return self.fn(*args, **kwargs)
  File ""/opt/code/localstack/localstack/aws/api/core.py"", line 151, in operation_marker
    return fn(*args, **kwargs)
  File ""/opt/code/localstack/localstack/services/apigateway/provider.py"", line 95, in test_invoke_method
    result = invoke_rest_api_from_request(invocation_context)
  File ""/opt/code/localstack/localstack/services/apigateway/invocations.py"", line 233, in invoke_rest_api_from_request
    helpers.set_api_id_stage_invocation_path(invocation_context)
  File ""/opt/code/localstack/localstack/services/apigateway/helpers.py"", line 873, in set_api_id_stage_invocation_path
    resource = apigateway.get_resource(restApiId=api_id, resourceId=resource_id)
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/botocore/client.py"", line 530, in _api_call
    return self._make_api_call(operation_name, kwargs)
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/botocore/client.py"", line 960, in _make_api_call
    raise error_class(parsed_response, operation_name)
botocore.errorfactory.NotFoundException: An error occurred (NotFoundException) when calling the GetResource operation: Invalid Rest API Id specified
",True
apigateway,UntagResource,204,,,True
apigateway,UpdateAccount,200,,,True
apigateway,UpdateApiKey,500,InternalError,"exception while calling apigateway.UpdateApiKey: Traceback (most recent call last):
  File ""/opt/code/localstack/localstack/aws/chain.py"", line 90, in handle
    handler(self, self.context, response)
  File ""/opt/code/localstack/localstack/aws/handlers/service.py"", line 122, in __call__
    handler(chain, context, response)
  File ""/opt/code/localstack/localstack/aws/handlers/service.py"", line 92, in __call__
    skeleton_response = self.skeleton.invoke(context)
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 153, in invoke
    return self.dispatch_request(context, instance)
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 165, in dispatch_request
    result = handler(context, instance) or {}
  File ""/opt/code/localstack/localstack/aws/forwarder.py"", line 67, in _call
    return fallthrough_handler(context, req)
  File ""/opt/code/localstack/localstack/services/moto.py"", line 83, in _proxy_moto
    return call_moto(context)
  File ""/opt/code/localstack/localstack/services/moto.py"", line 46, in call_moto
    return dispatch_to_backend(context, dispatch_to_moto, include_response_metadata)
  File ""/opt/code/localstack/localstack/aws/forwarder.py"", line 120, in dispatch_to_backend
    http_response = http_request_dispatcher(context)
  File ""/opt/code/localstack/localstack/services/moto.py"", line 111, in dispatch_to_moto
    response = dispatch(request, request.url, request.headers)
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/apigateway/responses.py"", line 602, in apikey_individual
    apikey_resp = self.backend.update_api_key(
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/apigateway/models.py"", line 2073, in update_api_key
    key = self.keys[api_key_id]
KeyError: 'global'
",True
apigateway,UpdateAuthorizer,404,NotFoundException,Authorizer not found: umlaut,True
apigateway,UpdateBasePathMapping,404,NotFoundException,"Not found: mapping for domain name foobar, base path foobar in list []",True
apigateway,UpdateClientCertificate,404,NotFoundException,"Client certificate ID ""mohawk"" not found",True
apigateway,UpdateDeployment,404,NotFoundException,Invalid Rest API Id specified,True
apigateway,UpdateDocumentationPart,404,NotFoundException,Documentation part not found: snazzy,True
apigateway,UpdateDocumentationVersion,501,InternalFailure,API action 'UpdateDocumentationVersion' for service 'apigateway' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
apigateway,UpdateDomainName,404,404,,True
apigateway,UpdateGatewayResponse,501,InternalFailure,API action 'UpdateGatewayResponse' for service 'apigateway' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
apigateway,UpdateIntegration,404,NotFoundException,Invalid Rest API Id specified,True
apigateway,UpdateIntegrationResponse,501,InternalFailure,API action 'UpdateIntegrationResponse' for service 'apigateway' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
apigateway,UpdateMethod,404,NotFoundException,Invalid Rest API Id specified,True
apigateway,UpdateMethodResponse,501,InternalFailure,API action 'UpdateMethodResponse' for service 'apigateway' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
apigateway,UpdateModel,200,,,True
apigateway,UpdateRequestValidator,404,NotFoundException,Validator except for API Gateway mohawk not found,True
apigateway,UpdateResource,404,NotFoundException,Invalid Rest API Id specified,True
apigateway,UpdateRestApi,404,NotFoundException,Invalid API identifier specified 000000000000:proton,True
apigateway,UpdateStage,404,NotFoundException,Invalid Rest API Id specified,True
apigateway,UpdateUsage,501,InternalFailure,API action 'UpdateUsage' for service 'apigateway' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
apigateway,UpdateUsagePlan,404,NotFoundException,Invalid Usage Plan ID specified,True
apigateway,UpdateVpcLink,404,NotFoundException,"VPC link ID ""proton"" not found",True
cloudformation,ActivateType,501,InternalFailure,API action 'ActivateType' for service 'cloudformation' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
cloudformation,BatchDescribeTypeConfigurations,501,InternalFailure,API action 'BatchDescribeTypeConfigurations' for service 'cloudformation' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
cloudformation,CancelUpdateStack,501,InternalFailure,API action 'CancelUpdateStack' for service 'cloudformation' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
cloudformation,ContinueUpdateRollback,501,InternalFailure,API action 'ContinueUpdateRollback' for service 'cloudformation' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
cloudformation,CreateChangeSet,400,ValidationError,Specify exactly one of 'TemplateBody' or 'TemplateUrl',True
cloudformation,CreateStack,500,InternalError,"exception while calling cloudformation.CreateStack: Traceback (most recent call last):
  File ""/opt/code/localstack/localstack/aws/chain.py"", line 90, in handle
    handler(self, self.context, response)
  File ""/opt/code/localstack/localstack/aws/handlers/service.py"", line 122, in __call__
    handler(chain, context, response)
  File ""/opt/code/localstack/localstack/aws/handlers/service.py"", line 92, in __call__
    skeleton_response = self.skeleton.invoke(context)
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 153, in invoke
    return self.dispatch_request(context, instance)
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 165, in dispatch_request
    result = handler(context, instance) or {}
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 117, in __call__
    return self.fn(*args, **kwargs)
  File ""/opt/code/localstack/localstack/aws/api/core.py"", line 151, in operation_marker
    return fn(*args, **kwargs)
  File ""/opt/code/localstack/localstack/services/cloudformation/provider.py"", line 142, in create_stack
    api_utils.prepare_template_body(request)  # TODO: avoid mutating request directly
  File ""/opt/code/localstack/localstack/services/cloudformation/api_utils.py"", line 21, in prepare_template_body
    req_data[""TemplateURL""] = convert_s3_to_local_url(template_url)
  File ""/opt/code/localstack/localstack/services/cloudformation/api_utils.py"", line 86, in convert_s3_to_local_url
    bucket_name = s3_utils.extract_bucket_name(headers, path)
  File ""/opt/code/localstack/localstack/services/s3/s3_utils.py"", line 124, in extract_bucket_name
    bucket_name = path_without_params.split(""/"", maxsplit=2)[1]
IndexError: list index out of range
",True
cloudformation,CreateStackInstances,404,ResourceNotFoundException,"Stack set named ""foobar"" does not exist",True
cloudformation,CreateStackSet,200,,,True
cloudformation,DeactivateType,501,InternalFailure,API action 'DeactivateType' for service 'cloudformation' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
cloudformation,DeleteChangeSet,400,ValidationError,Stack [a] does not exist,True
cloudformation,DeleteStack,200,,,True
cloudformation,DeleteStackInstances,501,InternalFailure,API action 'DeleteStackInstances' for service 'cloudformation' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
cloudformation,DeleteStackSet,200,,,True
cloudformation,DeregisterType,501,InternalFailure,API action 'DeregisterType' for service 'cloudformation' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
cloudformation,DescribeAccountLimits,501,InternalFailure,API action 'DescribeAccountLimits' for service 'cloudformation' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
cloudformation,DescribeChangeSet,400,ValidationError,Stack [a] does not exist,True
cloudformation,DescribeChangeSetHooks,501,InternalFailure,API action 'DescribeChangeSetHooks' for service 'cloudformation' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
cloudformation,DescribePublisher,501,InternalFailure,API action 'DescribePublisher' for service 'cloudformation' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
cloudformation,DescribeStackDriftDetectionStatus,501,InternalFailure,API action 'DescribeStackDriftDetectionStatus' for service 'cloudformation' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
cloudformation,DescribeStackEvents,200,,,True
cloudformation,DescribeStackInstance,501,InternalFailure,API action 'DescribeStackInstance' for service 'cloudformation' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
cloudformation,DescribeStackResource,400,ValidationError,Stack with id foobar does not exist,True
cloudformation,DescribeStackResourceDrifts,501,InternalFailure,API action 'DescribeStackResourceDrifts' for service 'cloudformation' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
cloudformation,DescribeStackResources,400,ValidationError,Cannot specify both StackName and PhysicalResourceId,True
cloudformation,DescribeStackSet,404,ResourceNotFoundException,"Unable to find stack set ""proton""",True
cloudformation,DescribeStackSetOperation,404,ResourceNotFoundException,"Unable to find stack set ""mohawk""",True
cloudformation,DescribeStacks,400,ValidationError,Stack with id except does not exist,True
cloudformation,DescribeType,501,InternalFailure,API action 'DescribeType' for service 'cloudformation' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
cloudformation,DescribeTypeRegistration,501,InternalFailure,API action 'DescribeTypeRegistration' for service 'cloudformation' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
cloudformation,DetectStackDrift,501,InternalFailure,API action 'DetectStackDrift' for service 'cloudformation' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
cloudformation,DetectStackResourceDrift,501,InternalFailure,API action 'DetectStackResourceDrift' for service 'cloudformation' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
